丁,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,磕戈(じ),畉肂(じ),禦秈(じ),芥(じ),瞷纕(眎),ㄏノ瞯,磕ㄩ(眎),畉肂(眎),禦秈(眎),芥(眎),ㄩ纕(眎),ㄏノ瞯,ㄩ緇肂(眎),畉肂(眎),ㄩ(眎),临ㄩ(眎),讽≧眎计,讽≧瞯,戈ㄩが╄(眎),瞷讽≧(眎),讽≧ゑ瞯,禦秈,芥,禦芥禬(じ),戈仓璸禦芥禬(じ),禦秈(じ),芥(じ),戈ゑㄒ,禦芥禬(じ),щ獺仓璸禦芥禬(じ),禦秈(じ),芥(じ),щ獺ゑㄒ,禦芥禬(じ),犁坝仓璸禦芥禬(じ),禦秈(じ),芥(じ),犁坝ゑㄒ,禦芥禬(じ),猭仓璸禦芥禬(じ),禦秈(じ),芥(じ),猭ゑㄒ,禦芥畉,禦秈,芥
2010/11/17,8249.95,8284.51,8228.24,8255.54,848.13,936.87,1073.59,36.08,57.43,-21.35,2943货,16.6货,86.6货,67.2货,1.18窾,N/A,64.0窾,-7.18窾,5.82窾,3.31窾,4.57窾,N/A,501窾,4.05窾,10.6窾,6.51窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-129货,32006货,158货,286货,N/A,-8.45货,-1115货,17.4货,25.8货,N/A,-2.16货,655货,25.4货,27.5货,N/A,-139货,31511货,201货,340货,N/A,N/A,N/A,N/A
2010/11/18,8285.55,8286.92,8238.77,8283.45,765.51,878.89,1050.9,28.78,51.7,-22.92,2943货,2730窾,82.4货,81.0货,1.06窾,N/A,60.4窾,-3.56窾,4.16窾,5.01窾,4.41窾,N/A,504窾,2.53窾,8.38窾,5.85窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-23.4货,31983货,152货,175货,N/A,-2.51货,-1117货,16.0货,18.5货,N/A,2.57货,658货,25.4货,22.9货,N/A,-23.3货,31487货,193货,216货,N/A,N/A,N/A,N/A
2010/11/19,8344.66,8372.16,8283.27,8306.12,989.19,879.33,993.85,26.22,46.61,-20.39,2937货,-5.99货,109货,113货,1.46窾,N/A,60.4窾,-186,2.54窾,3.91窾,1.39窾,N/A,501窾,-3.18窾,6.61窾,9.79窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6298窾,31983货,192货,192货,N/A,6.19货,-1111货,25.1货,19.0货,N/A,3266窾,658货,32.3货,32.0货,N/A,7.14货,31494货,250货,243货,N/A,N/A,N/A,N/A
2010/11/22,8343.32,8391.25,8334.42,8374.91,896.22,882.37,948.84,28.06,42.9,-14.83,2935货,-2.32货,94.1货,95.1货,7032,N/A,61.6窾,1.22窾,2.79窾,4.41窾,2841,N/A,496窾,-4.15窾,2.96窾,7.10窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.2货,32069货,207货,122货,N/A,4.89货,-1106货,22.9货,18.0货,N/A,12.5货,670货,38.7货,26.2货,N/A,103货,31597货,269货,166货,N/A,N/A,N/A,N/A
2010/11/23,8388.26,8396.49,8323.81,8328.63,1044.55,908.72,954.36,27.23,39.77,-12.53,2929货,-6.00货,107货,111货,1.02窾,N/A,63.3窾,1.72窾,3.07窾,5.01窾,2242,N/A,495窾,-9759,4.54窾,5.52窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-6229窾,32068货,242货,242货,N/A,5292窾,-1106货,24.9货,24.4货,N/A,2.17货,673货,36.0货,33.8货,N/A,2.08货,31599货,303货,301货,N/A,N/A,N/A,N/A
2010/11/24,8277.33,8337.19,8277.33,8297.05,947.07,928.51,932.69,22.9,36.39,-13.49,2933货,4.45货,95.9货,90.1货,6460,N/A,61.5窾,-1.77窾,4.15窾,3.28窾,8994,N/A,499窾,3.41窾,6.89窾,3.49窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-17.9货,32050货,193货,211货,N/A,-4.37货,-1110货,16.5货,20.8货,N/A,3.97货,676货,34.9货,31.0货,N/A,-18.3货,31581货,244货,263货,N/A,N/A,N/A,N/A
2010/11/25,8337.9,8355.39,8330.92,8349.99,1063.86,988.18,933.53,22.79,33.67,-10.88,2935货,2.27货,114货,110货,9227,N/A,61.7窾,1193,3.36窾,5.13窾,1.65窾,N/A,499窾,233,5.25窾,5.23窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.1货,32087货,223货,186货,N/A,8024窾,-1109货,30.6货,29.8货,N/A,2.24货,679货,36.8货,34.5货,N/A,40.2货,31621货,290货,250货,N/A,N/A,N/A,N/A
2010/11/26,8371.27,8371.27,8312.15,8312.15,1128.36,1016.01,947.67,20.88,31.11,-10.23,2928货,-7.74货,118货,124货,8745,N/A,60.2窾,-1.43窾,4.42窾,3.11窾,1189,N/A,505窾,6.29窾,9.06窾,2.77窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-17.5货,32070货,192货,210货,N/A,-1333窾,-1109货,23.9货,24.1货,N/A,-5.20货,674货,33.6货,38.8货,N/A,-22.9货,31598货,250货,273货,N/A,N/A,N/A,N/A
2010/11/29,8399.77,8401.42,8331.51,8367.17,1104.01,1057.57,969.97,22.33,29.36,-7.03,2949货,20.9货,141货,118货,6460,N/A,62.9窾,2.65窾,2.12窾,4.85窾,784,N/A,512窾,7.03窾,12.8窾,5.73窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-40.3货,32029货,189货,229货,N/A,-5.88货,-1115货,15.3货,21.2货,N/A,3.68货,677货,41.9货,38.3货,N/A,-42.5货,31556货,246货,288货,N/A,N/A,N/A,N/A
2010/11/30,8384.64,8443.38,8363.97,8372.48,1521.15,1152.89,1030.8,24.9,28.47,-3.57,2948货,-9894窾,150货,150货,6234,N/A,64.4窾,1.52窾,2.98窾,5.04窾,5408,N/A,511窾,-1.27窾,9.24窾,10.5窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-12.7货,32017货,391货,403货,N/A,5.16货,-1110货,29.2货,24.0货,N/A,-1.95货,675货,45.9货,47.9货,N/A,-9.49货,31546货,466货,475货,N/A,N/A,N/A,N/A
2010/12/1,8430.6,8520.11,8428.64,8520.11,1515.44,1266.56,1097.54,35.34,29.84,5.5,2985货,37.7货,188货,149货,7383,N/A,67.1窾,2.65窾,3.25窾,6.06窾,1543,N/A,509窾,-2.33窾,4.59窾,6.92窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.8货,32036货,293货,273货,N/A,-1.68货,-1112货,28.4货,30.1货,N/A,12.6货,688货,58.3货,45.7货,N/A,30.7货,31577货,379货,349货,N/A,N/A,N/A,N/A
2010/12/2,8598.01,8641.13,8572.65,8585.77,1722.72,1398.34,1193.26,51.02,34.08,16.95,2998货,12.6货,214货,201货,6692,N/A,68.3窾,1.22窾,3.62窾,5.12窾,2902,N/A,510窾,1.88窾,8.24窾,6.36窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100货,32137货,320货,220货,N/A,5.33货,-1107货,35.0货,29.7货,N/A,10.7货,699货,65.2货,54.5货,N/A,116货,31693货,420货,304货,N/A,N/A,N/A,N/A
2010/12/3,8630.88,8659.62,8618.26,8624.01,1596.82,1492.03,1254.02,65.53,40.37,25.16,3014货,16.6货,198货,179货,6690,N/A,65.3窾,-2.93窾,6.00窾,3.66窾,5973,N/A,498窾,-12.7窾,6.74窾,19.4窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.5货,32168货,259货,227货,N/A,3.50货,-1103货,31.3货,27.8货,N/A,11.9货,710货,61.9货,50.0货,N/A,46.8货,31740货,352货,305货,N/A,N/A,N/A,N/A
2010/12/6,8675.45,8718.53,8675.45,8702.23,1430.03,1557.23,1307.4,81.59,48.61,32.98,3035货,20.7货,187货,165货,6681,N/A,67.5窾,2.16窾,2.63窾,5.17窾,3775,N/A,497窾,-5143,3.19窾,3.70窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.9货,32199货,235货,204货,N/A,-7.33货,-1110货,21.3货,28.7货,N/A,2.61货,713货,49.7货,47.1货,N/A,26.2货,31766货,306货,280货,N/A,N/A,N/A,N/A
2010/12/7,8716,8716,8654.49,8704.39,1242.77,1501.56,1327.22,92.85,57.46,35.39,3057货,21.9货,158货,135货,7050,N/A,68.9窾,1.37窾,3.47窾,5.07窾,2273,N/A,495窾,-1.89窾,5.24窾,7.12窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.1货,32215货,212货,196货,N/A,-6.81货,-1117货,26.1货,32.9货,N/A,1.97货,715货,44.1货,42.1货,N/A,11.3货,31777货,282货,271货,N/A,N/A,N/A,N/A
2010/12/8,8727.88,8729.7,8683.98,8703.79,1251.19,1448.71,1357.64,101.46,66.26,35.2,3064货,6.97货,157货,149货,8798,N/A,70.3窾,1.39窾,3.07窾,4.57窾,1132,N/A,491窾,-3.95窾,4.53窾,8.48窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.7货,32253货,226货,188货,N/A,1479窾,-1117货,26.7货,26.6货,N/A,-5.57货,709货,40.9货,46.5货,N/A,32.3货,31809货,293货,261货,N/A,N/A,N/A,N/A
2010/12/9,8769.34,8782.82,8736.77,8753.84,1765.56,1457.28,1427.81,111.16,75.24,35.92,3087货,23.2货,206货,182货,6623,N/A,71.8窾,1.57窾,4.40窾,6.26窾,2889,N/A,512窾,20.2窾,23.7窾,3.53窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.1货,32297货,461货,417货,N/A,-12.6货,-1130货,24.0货,36.5货,N/A,12.1货,721货,56.1货,44.0货,N/A,43.7货,31853货,541货,498货,N/A,N/A,N/A,N/A
2010/12/10,8740.71,8744.67,8684.05,8718.83,1453.32,1428.57,1460.3,114.28,83.05,31.23,3088货,7614窾,186货,184货,7756,N/A,69.3窾,-2.54窾,6.03窾,3.68窾,1857,N/A,512窾,4530,6.05窾,5.60窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.9货,32310货,208货,195货,N/A,-11.5货,-1141货,22.2货,33.7货,N/A,-2.07货,719货,44.4货,46.4货,N/A,-6472窾,31852货,275货,275货,N/A,N/A,N/A,N/A
2010/12/13,8748.64,8764.51,8736.54,8736.59,1282.63,1399.09,1478.16,117.57,89.95,27.62,3102货,13.9货,170货,154货,8975,N/A,70.7窾,1.39窾,2.62窾,4.37窾,3565,N/A,504窾,-8.36窾,2.66窾,11.0窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.2货,32374货,222货,157货,N/A,-7.98货,-1149货,21.6货,29.6货,N/A,3.31货,723货,46.8货,43.5货,N/A,59.6货,31912货,290货,230货,N/A,N/A,N/A,N/A
2010/12/14,8771.9,8789.25,8717.53,8740.43,1502.06,1450.95,1476.25,119.08,95.78,23.3,3099货,-2.74货,184货,185货,6752,N/A,69.9窾,-7631,3.77窾,3.39窾,3872,N/A,496窾,-7.46窾,2.39窾,9.85窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.0货,32456货,313货,231货,N/A,-7.15货,-1156货,31.1货,38.2货,N/A,-4.63货,718货,49.9货,54.6货,N/A,70.3货,31982货,394货,323货,N/A,N/A,N/A,N/A
2010/12/15,8755.32,8756.71,8698.41,8756.71,1382.79,1477.27,1462.99,118.52,100.33,18.2,3103货,4.20货,168货,162货,5930,N/A,64.3窾,-5.64窾,6.34窾,2.88窾,2.19窾,N/A,490窾,-6.24窾,4.88窾,11.1窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.0货,32513货,285货,228货,N/A,-6.52货,-1163货,30.7货,37.2货,N/A,-6.54货,712货,48.1货,54.7货,N/A,44.0货,32026货,364货,320货,N/A,N/A,N/A,N/A
2010/12/16,8770.74,8797.98,8767.44,8782.2,1269.17,1377.99,1417.63,119.95,104.25,15.7,3127货,23.5货,154货,129货,6645,N/A,65.2窾,9509,2.78窾,4.21窾,4758,N/A,484窾,-6.14窾,4.82窾,11.0窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.7货,32552货,245货,207货,N/A,-7.46货,-1170货,23.3货,30.7货,N/A,7.02货,719货,48.0货,41.0货,N/A,38.3货,32065货,317货,278货,N/A,N/A,N/A,N/A
2010/12/17,8828.05,8860.38,8817.51,8817.9,1523.98,1392.13,1410.35,123.37,108.08,15.3,3133货,6.08货,188货,180货,1.14窾,N/A,64.7窾,-5723,3.55窾,3.89窾,8598,N/A,482窾,-2.08窾,9.04窾,11.1窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47.4货,32599货,250货,203货,N/A,1.98货,-1168货,42.7货,40.7货,N/A,2.85货,721货,62.3货,59.5货,N/A,52.3货,32117货,355货,303货,N/A,N/A,N/A,N/A
2010/12/20,8861.09,8861.09,8740.3,8768.72,1167.96,1369.19,1384.14,121.16,110.69,10.47,3141货,8.39货,137货,127货,8125,N/A,64.1窾,-5429,3.76窾,3.67窾,4508,N/A,480窾,-1.34窾,5.26窾,6.61窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-13.8货,32585货,196货,209货,N/A,-3.98货,-1172货,21.4货,25.4货,N/A,-9.03货,712货,38.6货,47.6货,N/A,-26.9货,32090货,256货,282货,N/A,N/A,N/A,N/A
2010/12/21,8802.86,8827.79,8772.59,8827.79,1028.48,1274.48,1362.71,120.38,112.63,7.75,3150货,8.78货,129货,117货,8379,N/A,65.2窾,1.08窾,2.33窾,3.68窾,2669,N/A,474窾,-7.03窾,3.35窾,10.4窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.6货,32608货,144货,121货,N/A,-2.53货,-1175货,22.0货,24.5货,N/A,4.57货,717货,41.1货,36.5货,N/A,24.6货,32115货,207货,182货,N/A,N/A,N/A,N/A
2010/12/22,8847.27,8865.42,8834.32,8860.49,1312.37,1260.39,1368.83,121.68,114.44,7.24,3162货,11.9货,183货,169货,7554,N/A,66.8窾,1.63窾,2.86窾,4.71窾,2181,N/A,473窾,-8694,7.75窾,8.62窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.4货,32639货,167货,135货,N/A,-2.12货,-1177货,26.9货,29.1货,N/A,7.60货,725货,49.6货,42.0货,N/A,36.9货,32151货,243货,206货,N/A,N/A,N/A,N/A
2010/12/23,8891.41,8914.34,8874.87,8898.87,1351.21,1276.8,1327.4,124.63,116.48,8.15,3171货,9.03货,187货,177货,6180,N/A,68.6窾,1.77窾,3.13窾,5.44窾,5398,N/A,470窾,-2.23窾,3.10窾,5.34窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56.7货,32696货,161货,104货,N/A,-1.33货,-1178货,24.1货,25.4货,N/A,2.55货,727货,49.7货,47.2货,N/A,57.9货,32209货,235货,177货,N/A,N/A,N/A,N/A
2010/12/24,8910.61,8911.41,8861.01,8861.1,1289.54,1229.91,1311.02,123.68,117.92,5.76,3171货,232窾,164货,162货,8640,N/A,66.0窾,-2.55窾,5.22窾,3.17窾,5003,N/A,466窾,-3.85窾,1.02窾,4.87窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.5货,32742货,114货,68.9货,N/A,-1.16货,-1179货,28.1货,29.2货,N/A,-10.6货,717货,34.7货,45.3货,N/A,33.8货,32243货,177货,143货,N/A,N/A,N/A,N/A
2010/12/27,8866.67,8908.42,8828.67,8892.31,1149.87,1226.29,1297.74,122.07,118.75,3.32,3175货,3.97货,150货,144货,8052,N/A,65.0窾,-1.07窾,3.85窾,3.24窾,4606,N/A,465窾,-1.63窾,1.05窾,2.68窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.0货,32786货,105货,61.1货,N/A,-6.21货,-1186货,18.2货,24.4货,N/A,-13.3货,703货,35.3货,48.6货,N/A,24.6货,32268货,159货,134货,N/A,N/A,N/A,N/A
2010/12/28,8919.26,8919.26,8839.83,8870.76,1024.97,1225.59,1250.03,118.99,118.8,0.19,3167货,-8.21货,122货,129货,1.13窾,N/A,65.8窾,8432,2.92窾,4.10窾,3429,N/A,447窾,-17.8窾,5285,18.3窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.3货,32822货,128货,91.4货,N/A,-4.38货,-1190货,20.0货,24.4货,N/A,-19.5货,684货,29.4货,48.9货,N/A,12.5货,32280货,177货,165货,N/A,N/A,N/A,N/A
2010/12/29,8878.1,8893.14,8844.67,8866.35,1461.43,1255.41,1257.9,114.63,117.96,-3.34,3184货,17.1货,189货,174货,1.19窾,N/A,68.4窾,2.58窾,4.54窾,7.78窾,6625,N/A,453窾,6.31窾,12.6窾,6.31窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.7货,32851货,162货,134货,N/A,-3.67货,-1194货,24.7货,28.3货,N/A,-23.4货,660货,45.5货,68.9货,N/A,1.65货,32282货,233货,231货,N/A,N/A,N/A,N/A
2010/12/30,8883.21,8920.79,8871.07,8907.91,1289.6,1243.08,1259.94,112.63,116.9,-4.26,3192货,7.81货,150货,141货,7465,N/A,69.7窾,1.29窾,3.73窾,5.58窾,5653,N/A,446窾,-7.66窾,3.10窾,10.8窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.3货,32893货,221货,179货,N/A,-3.45货,-1197货,21.5货,25.0货,N/A,-6.63货,654货,40.9货,47.5货,N/A,32.2货,32314货,284货,252货,N/A,N/A,N/A,N/A
2010/12/31,8936.11,8990.38,8932.64,8972.5,1534.76,1292.13,1261.02,114.98,116.51,-1.53,3224货,32.1货,198货,164货,1.19窾,N/A,70.3窾,5936,3.78窾,4.89窾,5205,N/A,445窾,-3301,3.00窾,3.33窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-5.66货,32887货,151货,157货,N/A,3.08货,-1194货,29.3货,26.2货,N/A,9.15货,663货,61.2货,52.0货,N/A,6.56货,32321货,242货,235货,N/A,N/A,N/A,N/A
2011/1/3,9039.63,9041.32,8994.5,9025.3,1497.01,1361.56,1293.92,119.87,117.18,2.68,3239货,15.1货,202货,185货,1.39窾,N/A,72.3窾,2.00窾,3.73窾,6.23窾,4963,N/A,445窾,-7023,3.67窾,4.37窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,101货,32989货,187货,85.6货,N/A,-2.75货,-1197货,34.1货,36.9货,N/A,1.85货,665货,56.3货,54.5货,N/A,100货,32421货,277货,177货,N/A,N/A,N/A,N/A
2011/1/4,9045.11,9046.18,8988.58,8997.19,1625.15,1481.59,1353.59,121.18,117.98,3.2,3248货,8.62货,210货,200货,7684,N/A,71.0窾,-1.24窾,5.66窾,5.32窾,9004,N/A,449窾,4.48窾,7.21窾,2.73窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.3货,33018货,196货,167货,N/A,4752窾,-1196货,36.4货,35.9货,N/A,6.91货,672货,63.1货,56.2货,N/A,36.7货,32458货,296货,259货,N/A,N/A,N/A,N/A
2011/1/5,9014.32,9027.16,8812.36,8846.31,1803.18,1549.94,1402.67,110.93,116.57,-5.65,3247货,-8591窾,215货,214货,1.16窾,N/A,67.1窾,-3.91窾,7.66窾,4.36窾,6080,N/A,450窾,7609,8.31窾,7.55窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-9.15货,33009货,257货,267货,N/A,-8.37货,-1205货,32.1货,40.5货,N/A,-14.7货,657货,56.6货,71.3货,N/A,-32.2货,32426货,346货,378货,N/A,N/A,N/A,N/A
2011/1/6,8866.23,8883.21,8813.63,8883.21,1391.96,1570.41,1406.75,100.25,113.31,-13.06,3261货,14.3货,161货,143货,1.22窾,N/A,69.5窾,2.35窾,3.96窾,7.01窾,6781,N/A,453窾,2.77窾,12.0窾,9.21窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-16.3货,32993货,232货,248货,N/A,-15.9货,-1220货,25.3货,41.1货,N/A,3.64货,661货,50.4货,46.8货,N/A,-28.5货,32397货,307货,336货,N/A,N/A,N/A,N/A
2011/1/7,8905.25,8907.11,8738.93,8782.72,1595.52,1582.56,1437.35,85.72,107.79,-22.07,3237货,-23.6货,168货,188货,1.49窾,N/A,66.4窾,-3.09窾,6.78窾,4.40窾,7027,N/A,451窾,-3.08窾,7.23窾,10.3窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.5货,33009货,300货,283货,N/A,-3.16货,-1224货,34.0货,37.2货,N/A,-29.2货,631货,47.4货,76.6货,N/A,-15.9货,32381货,381货,397货,N/A,N/A,N/A,N/A
2011/1/10,8798.05,8817.88,8762.5,8817.88,1008.73,1484.91,1423.23,73.46,100.92,-27.47,3234货,-3.00货,108货,109货,8853,N/A,65.7窾,-6856,4.50窾,4.15窾,3402,N/A,441窾,-8.22窾,9.98窾,18.2窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.9货,33036货,201货,174货,N/A,-5.91货,-1230货,22.2货,28.1货,N/A,-10.4货,621货,31.1货,41.5货,N/A,10.6货,32392货,254货,244货,N/A,N/A,N/A,N/A
2011/1/11,8810.77,8935.27,8794.77,8931.36,1321.07,1424.09,1452.84,70.52,94.84,-24.32,3233货,-1.40货,139货,137货,1.50窾,N/A,68.1窾,2.41窾,4.01窾,6.82窾,3796,N/A,437窾,-4.23窾,3.46窾,7.68窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,129货,33165货,322货,194货,N/A,1.01货,-1229货,31.7货,30.7货,N/A,15.5货,637货,62.2货,46.6货,N/A,145货,32537货,416货,271货,N/A,N/A,N/A,N/A
2011/1/12,8992.01,9000.78,8955.47,8965,1419.8,1347.42,1448.68,73.27,90.53,-17.26,3238货,5.12货,175货,168货,8025,N/A,68.8窾,7445,3.65窾,4.75窾,3592,N/A,433窾,-4.22窾,4.56窾,8.77窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.8货,33235货,278货,208货,N/A,1237窾,-1228货,36.2货,36.1货,N/A,10.4货,647货,56.8货,46.4货,N/A,81.3货,32618货,371货,290货,N/A,N/A,N/A,N/A
2011/1/13,9034.17,9034.17,8948.23,8975.58,1467.04,1362.43,1466.42,75.53,87.53,-12,3234货,-4.54货,162货,164货,1.40窾,N/A,69.8窾,9148,3.50窾,4.79窾,3658,N/A,434窾,1.48窾,6.71窾,5.23窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91.7货,33327货,318货,227货,N/A,-2.10货,-1230货,34.0货,36.1货,N/A,-17.6货,629货,47.7货,65.3货,N/A,72.0货,32690货,400货,328货,N/A,N/A,N/A,N/A
2011/1/14,8985.34,8998.14,8937.5,8972.51,1046.57,1252.64,1417.6,75.39,85.1,-9.71,3234货,2437窾,117货,114货,1.16窾,N/A,69.3窾,-4131,3.25窾,3.59窾,7539,N/A,437窾,2.55窾,8.06窾,5.51窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.5货,33370货,210货,166货,N/A,-9.85货,-1240货,25.9货,35.7货,N/A,-5.24货,624货,36.1货,41.3货,N/A,28.4货,32719货,272货,243货,N/A,N/A,N/A,N/A
2011/1/17,8972.51,9006.36,8921.19,8925.09,1283.14,1307.52,1396.22,72.36,82.55,-10.19,3230货,-3.40货,160货,160货,1.09窾,N/A,67.3窾,-2.04窾,5.30窾,4.10窾,8330,N/A,438窾,1.22窾,4.78窾,3.55窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.8货,33395货,188货,163货,N/A,-13.7货,-1254货,27.2货,40.9货,N/A,-10.8货,613货,40.0货,50.7货,N/A,3681窾,32719货,255货,255货,N/A,N/A,N/A,N/A
2011/1/18,8925.09,9003.45,8887.03,8988,1303.37,1303.98,1364.04,70.94,80.23,-9.29,3233货,3.01货,151货,146货,1.27窾,N/A,67.4窾,1333,4.31窾,4.82窾,3734,N/A,435窾,-3.13窾,5.41窾,8.54窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55.7货,33451货,239货,183货,N/A,-7.30货,-1261货,35.3货,42.6货,N/A,4.46货,618货,47.2货,42.7货,N/A,52.9货,32772货,321货,269货,N/A,N/A,N/A,N/A
2011/1/19,8988,9092.28,8988,9086.02,1517.4,1323.5,1335.46,76.71,79.53,-2.82,3244货,10.2货,174货,161货,1.40窾,N/A,69.0窾,1.58窾,3.40窾,5.19窾,2131,N/A,436窾,5560,6.87窾,6.31窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,108货,33559货,302货,195货,N/A,-1.07货,-1262货,51.0货,52.0货,N/A,-5.73货,612货,53.0货,58.7货,N/A,101货,32873货,406货,305货,N/A,N/A,N/A,N/A
2011/1/20,9086.02,9086.02,9017.8,9022.17,1204.62,1271.02,1316.73,78.28,79.28,-1,3247货,3.93货,144货,137货,1.37窾,N/A,68.7窾,-3131,3.47窾,3.61窾,4503,N/A,435窾,-6629,6.17窾,6.84窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.42货,33565货,206货,199货,N/A,-8.85货,-1271货,27.8货,36.7货,N/A,-1.54货,611货,37.6货,39.2货,N/A,-3.97货,32869货,271货,275货,N/A,N/A,N/A,N/A
2011/1/21,9022.17,9022.17,8892.27,8954.38,1217.23,1305.15,1278.9,72.14,77.85,-5.71,3245货,-2.83货,128货,126货,2.62窾,N/A,66.9窾,-1.82窾,4.54窾,3.13窾,4149,N/A,437窾,1.77窾,10.9窾,9.14窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-73.9货,33491货,205货,279货,N/A,-3.29货,-1275货,36.3货,39.6货,N/A,-5.94货,605货,39.7货,45.7货,N/A,-83.1货,32786货,281货,365货,N/A,N/A,N/A,N/A
2011/1/24,8954.38,8993.56,8927.49,8947.79,957.27,1239.98,1273.75,66.37,75.55,-9.18,3241货,-3.85货,111货,113货,1.76窾,N/A,65.7窾,-1.17窾,3.63窾,2.74窾,2787,N/A,434窾,-3.24窾,4.90窾,8.14窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.72货,33494货,160货,158货,N/A,-6.37货,-1281货,19.2货,25.6货,N/A,-5.43货,599货,38.0货,43.5货,N/A,-9.07货,32776货,218货,227货,N/A,N/A,N/A,N/A
2011/1/25,8947.79,9032.3,8947.79,8991.39,1156.55,1210.61,1257.3,64.01,73.24,-9.23,3231货,-9.96货,125货,132货,1.75窾,N/A,65.5窾,-1640,2.95窾,3.30窾,5171,N/A,432窾,-1.96窾,5.03窾,6.98窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.3货,33571货,254货,177货,N/A,5.38货,-1276货,25.7货,20.3货,N/A,-2.56货,597货,44.3货,46.8货,N/A,80.1货,32857货,324货,244货,N/A,N/A,N/A,N/A
2011/1/26,8991.39,9072.76,8991.39,9055.59,1302.14,1167.56,1245.53,65.67,71.73,-6.06,3217货,-13.3货,133货,143货,1.66窾,N/A,64.2窾,-1.34窾,3.73窾,3.07窾,6781,N/A,427窾,-4.65窾,4.29窾,8.94窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.9货,33656货,285货,200货,N/A,4.27货,-1271货,31.8货,27.5货,N/A,11.5货,608货,53.5货,42.1货,N/A,101货,32957货,370货,269货,N/A,N/A,N/A,N/A
2011/1/27,9055.59,9126.93,9055.59,9102.33,1418.76,1210.39,1240.7,70.45,71.47,-1.02,3201货,-16.3货,137货,150货,1.73窾,N/A,62.7窾,-1.49窾,2.73窾,2.40窾,1.16窾,N/A,408窾,-19.4窾,3.07窾,22.5窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,135货,33791货,385货,250货,N/A,3445窾,-1271货,25.8货,25.4货,N/A,-420窾,608货,50.2货,50.2货,N/A,135货,33093货,461货,325货,N/A,N/A,N/A,N/A
