時間,開盤價,最高價,最低價,收盤價,成交量,MA5,MA10,DIF12-26,MACD9,OSC,融資(張),差額(張),買進(張),賣出(張),現償(張),使用率,融券(張),差額(張),買進(張),賣出(張),券償(張),使用率,借券餘額(張),差額(張),借券(張),還券(張),當沖張數,當沖率,資券互抵(張),現股當沖(張),當沖比率,買進,賣出,買賣超(張),外資持股(張),買進(張),賣出(張),外資持股比例,買賣超,投信持股,買進,賣出,投信持股比例,買賣超(張),自營商持股(張),買進(張),賣出(張),自營商持股比例,買賣超(張),法人持股(張),買進(張),賣出(張),法人持股比例,買賣差值,買進,賣出
2016/12/6,181,183,180.5,182,27729,36380,28355,-1.19,-1.02,-0.16,12610,-1140,211,1344,7,0.19%,5713,243,42,285,0,0.09%,255515,4394,4394,0,229,0.83%,25,204,0.73%,3703萬,3718萬,10136,20447796,24382,14246,78.85%,-141,180330,122,263,0.70%,-589,175532,165,754,0.68%,9406,20803658,24669,15263,80.22%,-5.00%,0.92%,5.92%
2016/12/7,183,183.5,181.5,181.5,14529,28475,27501,-1.08,-1.04,-0.05,12908,298,390,92,0,0.20%,5690,-23,64,41,0,0.09%,252472,-3043,180,3223,921,6.34%,13,908,6.25%,1.66億,1.65億,-4076,20443795,8134,12210,78.84%,-10,180320,54,64,0.70%,349,175881,734,385,0.68%,-3737,20799996,8922,12659,80.21%,2.36%,3.34%,0.98%
2016/12/8,184,185.5,183,185.5,27277,31146,28319,-0.76,-0.98,0.22,12318,-590,479,1035,34,0.19%,5907,217,96,314,1,0.09%,250791,-1681,10,1691,210,0.77%,15,195,0.71%,3588萬,3603萬,11435,20455240,22227,10792,78.88%,35,180355,61,26,0.70%,-1973,173908,189,2162,0.67%,9497,20809503,22477,12980,80.25%,-2.86%,2.12%,4.98%
2016/12/9,186,186,184.5,186,24891,25335,29785,-0.44,-0.87,0.43,11987,-331,118,444,5,0.18%,6066,159,62,223,2,0.09%,243745,-7046,26,7072,1225,4.92%,8,1217,4.88%,2.26億,2.26億,7856,20463122,22357,14501,78.91%,156,180511,156,0,0.70%,-941,172967,59,1000,0.67%,7071,20816600,22572,15501,80.27%,-2.06%,0.76%,2.82%
2016/12/12,186,187,184,185,18818,22649,29431,-0.21,-0.74,0.53,11843,-144,266,403,7,0.18%,6079,13,108,121,0,0.09%,242548,-1197,13,1210,1037,5.51%,48,989,5.26%,1.84億,1.84億,-211,20462475,13139,13350,78.91%,-30,180481,18,48,0.70%,170,173137,1136,966,0.67%,-71,20816093,14293,14364,80.27%,-0.84%,2.10%,2.95%
2016/12/13,186.5,186.5,184.5,186,23693,21842,29111,0.01,-0.59,0.6,11667,-176,50,225,1,0.18%,6202,123,13,136,0,0.10%,240702,-1846,555,2401,570,2.41%,29,541,2.28%,1.00億,1.00億,3312,20464496,22695,19383,78.92%,11,180492,48,37,0.70%,-638,172499,70,708,0.67%,2685,20817487,22813,20128,80.28%,-1.29%,0.27%,1.56%
2016/12/14,186.5,187.5,185.5,187.5,16769,22290,25383,0.28,-0.42,0.7,11181,-486,365,851,0,0.17%,6316,114,47,161,0,0.10%,240886,184,250,66,473,2.82%,46,427,2.55%,7968萬,7991萬,6819,20471250,15064,8245,78.94%,0,180492,110,110,0.70%,-1188,171311,130,1318,0.66%,5631,20823053,15304,9673,80.30%,-3.68%,2.53%,6.21%
2016/12/15,185,187.5,184.5,187,24245,21683,26415,0.45,-0.24,0.69,11547,366,529,158,5,0.18%,6154,-162,219,57,0,0.09%,237808,-3078,12890,15968,1186,4.89%,69,1117,4.60%,2.07億,2.08億,1196,20472456,20100,18904,78.95%,-20,180472,5,25,0.70%,-215,171096,518,733,0.66%,961,20824024,20623,19662,80.31%,2.31%,3.24%,0.93%
2016/12/16,185.5,187,185,185,36267,23958,24647,0.5,-0.1,0.59,12028,481,715,234,0,0.19%,6086,-68,99,31,0,0.09%,234874,-2934,680,3614,508,1.40%,20,488,1.35%,9058萬,9035萬,-649,20471807,30833,31482,78.94%,-208,180265,0,208,0.70%,143,171239,1323,1180,0.66%,-714,20823311,32156,32870,80.30%,1.54%,2.28%,0.74%
2016/12/19,184,184.5,182.5,182.5,20553,24305,23477,0.33,-0.01,0.34,12471,443,521,77,1,0.19%,5929,-157,301,145,1,0.09%,235805,931,1700,769,254,1.24%,16,238,1.16%,4359萬,4349萬,-1625,20470213,10974,12599,78.94%,153,180418,177,24,0.70%,1189,172428,1633,444,0.66%,-283,20823059,12784,13067,80.30%,2.96%,4.05%,1.09%
2016/12/20,181,182.5,180,182.5,24243,24415,23129,0.11,0.01,0.09,13109,638,816,178,0,0.20%,5825,-104,420,316,0,0.09%,234678,-1127,1410,2537,1031,4.25%,71,960,3.96%,1.74億,1.75億,-7953,20462662,8372,16326,78.91%,-674,179744,12,686,0.69%,2256,174684,2472,216,0.67%,-6371,20817090,10856,17228,80.28%,3.20%,5.32%,2.13%
2016/12/21,181,182,180,180,32234,27508,24899,-0.18,-0.03,-0.16,13693,584,651,51,16,0.21%,5465,-360,381,21,0,0.08%,228668,-6010,270,6280,812,2.52%,21,791,2.46%,1.43億,1.43億,-16211,20446451,14443,30654,78.85%,113,179857,168,55,0.69%,4330,179014,4486,156,0.69%,-11768,20805322,19097,30865,80.23%,3.06%,3.28%,0.23%
2016/12/22,180,180.5,179,179,26509,27961,24822,-0.49,-0.12,-0.37,13798,105,539,172,262,0.21%,5315,-150,206,56,0,0.08%,223496,-5172,200,5372,350,1.32%,14,336,1.27%,6035萬,6023萬,-13980,20432471,8085,22065,78.79%,-139,179718,7,146,0.69%,1243,180257,1689,446,0.70%,-12876,20792446,9781,22657,80.18%,1.98%,2.85%,0.87%
2016/12/23,179,180,178.5,178.5,24377,25583,24771,-0.77,-0.25,-0.52,14746,948,1097,147,2,0.23%,5276,-39,102,63,0,0.08%,226294,2798,5262,2464,171,0.70%,16,155,0.64%,2774萬,2772萬,-13904,20419445,8042,21947,78.74%,-26,179692,0,26,0.69%,508,180765,814,306,0.70%,-13422,20779902,8856,22279,80.13%,4.09%,4.95%,0.87%
2016/12/26,179,180,179,179.5,5694,22611,23458,-0.93,-0.39,-0.55,14928,182,281,90,9,0.23%,5188,-88,122,34,0,0.08%,227230,936,1000,64,146,2.56%,11,135,2.37%,2420萬,2422萬,-3107,20416338,1451,4558,78.73%,190,179882,200,10,0.69%,366,181131,518,152,0.70%,-2551,20777351,2169,4720,80.12%,5.03%,7.26%,2.24%
2016/12/27,180,180.5,179.5,180,8276,19418,21917,-1.01,-0.51,-0.5,14910,-18,120,138,0,0.23%,5098,-90,107,17,0,0.08%,226901,-329,0,329,74,0.89%,3,71,0.86%,1278萬,1278萬,-2369,20413969,3379,5748,78.72%,296,180178,368,72,0.69%,-30,181101,93,123,0.70%,-2103,20775248,3840,5943,80.11%,0.88%,2.77%,1.89%
2016/12/28,181,182,180.5,182,21441,17259,22384,-0.92,-0.59,-0.33,14145,-765,229,986,8,0.22%,5129,31,30,61,0,0.08%,227126,225,1096,871,80,0.37%,11,69,0.32%,1254萬,1253萬,3910,20416280,15468,11558,78.73%,-10,180168,258,268,0.69%,271,181372,547,276,0.70%,4171,20777820,16273,12102,80.12%,-3.69%,1.21%,4.90%
2016/12/29,180,181.5,180,180,30212,18000,22981,-0.95,-0.66,-0.28,14467,322,480,146,12,0.22%,5080,-49,64,15,0,0.08%,223864,-3262,0,3262,787,2.60%,24,763,2.52%,1.37億,1.38億,-3994,20411096,13840,17834,78.71%,-171,179997,127,298,0.69%,530,181902,1068,538,0.70%,-3635,20772995,15035,18670,80.11%,1.30%,1.85%,0.55%
2016/12/30,181,182.5,180,181.5,36748,20474,23029,-0.88,-0.71,-0.17,13980,-487,562,1047,2,0.22%,5113,33,39,72,0,0.08%,223349,-515,985,1500,1317,3.58%,68,1249,3.40%,2.26億,2.26億,7210,20417306,21615,14405,78.73%,-82,179915,70,152,0.69%,1230,183132,1874,644,0.71%,8358,20780353,23559,15202,80.13%,-1.46%,1.70%,3.16%
2017/1/3,181.5,183.5,181,183,23551,24046,23329,-0.71,-0.71,0,13308,-672,269,941,0,0.21%,5174,61,39,100,0,0.08%,223020,-329,151,480,143,0.61%,30,113,0.48%,2057萬,2063萬,52,20417358,15250,15198,78.73%,-90,179825,0,90,0.69%,-1193,181939,154,1347,0.70%,-1231,20779122,15404,16635,80.13%,-3.13%,1.32%,4.45%
2017/1/4,183,184,181.5,183,24482,27287,23352,-0.55,-0.68,0.12,13239,-69,255,319,5,0.20%,5271,97,18,115,0,0.08%,219560,-3460,340,3800,807,3.30%,76,731,2.98%,1.33億,1.34億,-4106,20413252,13410,17517,78.72%,15,179840,29,14,0.69%,-115,181824,766,881,0.70%,-4206,20774916,14205,18412,80.11%,-0.68%,1.15%,1.83%
2017/1/5,182,183.5,181.5,183.5,21374,27273,22266,-0.41,-0.62,0.21,13237,-2,307,298,11,0.20%,5258,-13,38,26,1,0.08%,223106,3546,4075,529,394,1.84%,26,368,1.72%,6732萬,6745萬,1800,20417126,14805,13006,78.73%,-537,179303,59,596,0.69%,301,182125,611,310,0.70%,1564,20778554,15475,13912,80.12%,0.10%,1.64%,1.54%
2017/1/6,184,184.5,183.5,184,23121,25855,21928,-0.22,-0.54,0.32,13185,-52,181,227,6,0.20%,5288,30,18,48,0,0.08%,221209,-1897,0,1897,309,1.34%,9,300,1.30%,5521萬,5520萬,3878,20421004,16411,12534,78.75%,45,179348,71,26,0.69%,-196,181929,407,603,0.70%,3727,20782281,16889,13163,80.14%,-0.33%,0.87%,1.21%
2017/1/9,184,185,183,184,18584,22222,21348,-0.07,-0.45,0.38,13114,-71,308,368,11,0.20%,5335,47,35,82,0,0.08%,221863,654,669,15,527,2.84%,34,493,2.66%,9084萬,9074萬,3373,20424377,12377,9004,78.76%,7,179355,7,0,0.69%,-971,180958,425,1396,0.70%,2409,20784690,12809,10400,80.15%,-0.59%,1.90%,2.49%
2017/1/10,184.5,185.5,183.5,184,20691,21650,22848,0.08,-0.34,0.42,12936,-178,241,419,0,0.20%,5319,-16,51,36,1,0.08%,227847,5984,6578,594,558,2.70%,17,541,2.61%,9973萬,9961萬,3463,20427841,15284,11821,78.77%,-330,179025,51,381,0.69%,-845,180113,683,1528,0.69%,2288,20786979,16018,13730,80.16%,-0.81%,1.45%,2.26%
2017/1/11,185,185,181.5,182,29747,22703,24995,0.06,-0.26,0.32,13386,450,730,274,6,0.21%,5266,-53,104,51,0,0.08%,229599,1752,2140,388,523,1.76%,25,498,1.67%,9119萬,9088萬,-8875,20418966,17226,26100,78.74%,-50,178975,6,56,0.69%,1535,181648,1865,330,0.70%,-7390,20779589,19097,26486,80.13%,1.74%,2.85%,1.11%
2017/1/12,182.5,185.5,182.5,184.5,48600,28149,27711,0.17,-0.18,0.35,12595,-791,305,1089,7,0.19%,5904,638,60,698,0,0.09%,229542,-57,1652,1709,1017,2.09%,28,989,2.03%,1.81億,1.82億,12006,20431057,41493,29487,78.79%,-1047,177928,406,1453,0.69%,-1945,179703,493,2438,0.69%,9014,20788688,42392,33378,80.17%,-2.99%,0.77%,3.76%
2017/1/13,180.5,182.5,180.5,181.5,53089,34142,29999,0.04,-0.13,0.17,13134,539,1466,926,1,0.20%,5193,-711,755,44,0,0.08%,232384,2842,6010,3168,2875,5.42%,118,2757,5.19%,4.99億,5.00億,-12339,20418728,30144,42482,78.74%,-751,177177,418,1169,0.68%,-745,178958,731,1476,0.69%,-13835,20774863,31293,45127,80.11%,2.49%,4.42%,1.93%
2017/1/16,180,180.5,179,179.5,30878,36601,29412,-0.22,-0.15,-0.07,14125,991,1204,210,3,0.22%,4989,-204,242,38,0,0.08%,234394,2010,2010,0,301,0.97%,50,251,0.81%,4507萬,4507萬,-16501,20404237,9565,26067,78.68%,-790,176387,70,860,0.68%,358,179316,1004,646,0.69%,-16933,20759940,10639,27573,80.05%,3.92%,4.73%,0.81%
2017/1/17,180.5,181,179.5,181,13207,35104,28377,-0.33,-0.19,-0.15,13893,-232,79,288,23,0.21%,4983,-6,44,38,0,0.08%,235121,727,1412,685,168,1.27%,8,160,1.21%,2882萬,2892萬,-337,20403815,8265,8602,78.68%,-47,176340,70,117,0.68%,-453,178863,130,583,0.69%,-837,20759018,8465,9302,80.05%,-1.56%,0.94%,2.50%
2017/1/18,180.5,181,179.5,181,23811,33917,28310,-0.42,-0.23,-0.19,14112,219,433,196,18,0.22%,4958,-25,88,64,1,0.08%,238230,3109,6003,2894,200,0.84%,24,176,0.74%,3171萬,3176萬,-1257,20402936,17252,18509,78.68%,76,176416,162,86,0.68%,-858,178005,670,1528,0.69%,-2039,20757357,18084,20123,80.05%,1.11%,2.21%,1.10%
2017/1/19,179.5,181,179.5,180.5,25936,29384,28766,-0.5,-0.29,-0.22,14137,25,375,340,10,0.22%,4930,-28,65,37,0,0.08%,241738,3508,3508,0,229,0.88%,46,183,0.71%,3293萬,3304萬,-2291,20400645,17926,20217,78.67%,-213,176203,25,238,0.68%,-412,177593,53,465,0.68%,-2916,20754441,18004,20920,80.03%,0.25%,1.71%,1.47%
2017/1/20,181,181.5,180.5,181,42317,27230,30686,-0.51,-0.33,-0.18,13465,-672,73,703,42,0.21%,4949,19,16,35,0,0.08%,254290,12552,12663,111,106,0.25%,14,92,0.22%,1663萬,1665萬,7943,20408568,39708,31766,78.70%,-60,176143,95,155,0.68%,-425,177168,218,643,0.68%,7458,20761879,40021,32564,80.06%,-1.54%,0.21%,1.75%
2017/1/23,182.5,185,182.5,185,58299,32714,34658,-0.25,-0.31,0.07,11912,-1553,151,1690,14,0.18%,5098,149,67,219,3,0.08%,251857,-2433,1340,3773,632,1.08%,71,561,0.96%,1.03億,1.04億,22455,20431073,56537,34082,78.79%,158,176301,199,41,0.68%,-1970,175198,220,2190,0.68%,20643,20782572,56956,36313,80.15%,-2.93%,0.38%,3.31%
2017/1/24,185,186.5,184.5,185.5,72014,44475,39790,0.06,-0.24,0.3,10750,-1162,145,1293,9,0.17%,5151,53,72,126,1,0.08%,249190,-2667,2668,5335,280,0.39%,76,204,0.28%,3780萬,3782萬,30447,20462220,69525,39078,78.91%,10,176311,10,0,0.68%,-1345,173853,317,1662,0.67%,29112,20812384,69852,40740,80.26%,-1.68%,0.30%,1.98%
2017/2/2,188,188.5,184,184.5,153704,70454,52186,0.28,-0.14,0.42,10305,-445,720,1164,1,0.16%,5177,26,67,93,0,0.08%,254869,5254,5524,270,1365,0.89%,135,1230,0.80%,2.29億,2.29億,20156,20484726,140929,120773,78.99%,-23,176288,39,62,0.68%,-1465,172388,1938,3403,0.66%,18668,20833402,142906,124238,80.33%,-0.31%,0.52%,0.83%
2017/2/3,186,186,183.5,184.5,30388,71344,50364,0.4,-0.03,0.43,10302,-3,283,282,4,0.16%,5097,-80,96,19,3,0.08%,254866,-3,1150,1153,151,0.50%,9,142,0.47%,2620萬,2619萬,-2347,20482379,24222,26569,78.98%,289,176577,313,24,0.68%,260,172648,673,413,0.67%,-1798,20831604,25208,27006,80.33%,0.26%,1.25%,1.00%
2017/2/6,184.5,185.5,184,184.5,29703,68822,48026,0.48,0.07,0.41,10340,38,169,129,2,0.16%,5046,-51,60,10,1,0.08%,254867,1,1231,1230,31,0.10%,4,27,0.09%,499萬,498萬,1453,20483841,23841,22389,78.99%,-496,176081,9,505,0.68%,369,173017,672,303,0.67%,1326,20832939,24522,23197,80.34%,0.30%,0.77%,0.47%
2017/2/7,183.5,185,183,184.5,23982,61958,47336,0.51,0.16,0.35,10382,42,158,116,0,0.16%,5047,1,28,39,10,0.08%,251922,-2945,660,3605,475,1.98%,14,461,1.92%,8465萬,8507萬,-860,20483922,15292,16152,78.99%,-348,175733,367,715,0.68%,5,173022,483,478,0.67%,-1203,20832677,16142,17345,80.33%,0.13%,0.79%,0.66%
2017/2/8,183.5,184.5,183,183.5,45607,56677,50576,0.48,0.22,0.26,10668,286,458,136,36,0.16%,4908,-139,139,0,0,0.08%,252707,785,8435,7650,328,0.72%,11,317,0.69%,5815萬,5818萬,-15344,20470578,28128,43472,78.94%,-316,175416,146,462,0.68%,1037,174059,1422,385,0.67%,-14623,20820053,29696,44319,80.29%,1.02%,1.32%,0.30%
2017/2/9,184,185.5,183.5,184,23420,30620,50537,0.5,0.28,0.22,10589,-79,292,363,8,0.16%,4899,-9,32,23,0,0.08%,256246,3539,3566,27,140,0.60%,28,112,0.48%,2062萬,2069萬,-738,20469840,17190,17928,78.94%,298,175714,515,217,0.68%,-941,173118,217,1158,0.67%,-1381,20818672,17922,19303,80.29%,-0.27%,1.39%,1.66%
2017/2/10,184.5,185.5,184,185.5,49257,34394,52869,0.58,0.34,0.24,10933,344,698,350,4,0.17%,4870,-29,89,62,2,0.08%,258693,2447,3265,818,435,0.88%,178,257,0.52%,4742萬,4759萬,-5995,20465845,39055,45051,78.92%,524,176238,596,72,0.68%,224,173342,536,312,0.67%,-5247,20815425,40187,45435,80.27%,0.77%,1.61%,0.84%
2017/2/13,186.5,188,186.5,187.5,26156,33684,51253,0.82,0.44,0.38,10203,-730,285,1014,1,0.16%,5004,134,43,177,0,0.08%,255753,-2940,1731,4671,121,0.46%,16,105,0.40%,1967萬,1968萬,741,20467827,12499,11758,78.93%,201,176439,348,147,0.68%,-564,172778,1000,1564,0.67%,378,20817044,13847,13469,80.28%,-3.31%,1.26%,4.57%
2017/2/14,189,190,187.5,187.5,46717,38231,50095,1.05,0.56,0.49,10242,39,637,598,0,0.16%,5013,9,43,55,3,0.08%,251872,-3881,22,3903,1065,2.28%,25,1040,2.23%,1.96億,1.96億,-2290,20464759,32216,34506,78.92%,-82,176357,0,82,0.68%,1541,174319,2397,856,0.67%,-831,20815435,34613,35444,80.27%,0.06%,1.49%,1.43%
2017/2/15,187,189.5,186.5,189,39928,37096,46886,1.25,0.7,0.56,9675,-567,200,765,2,0.15%,5086,73,30,106,3,0.08%,250353,-1519,21,1540,800,2.00%,10,790,1.98%,1.48億,1.49億,12846,20477616,34391,21545,78.97%,16,176373,80,64,0.68%,-2640,171679,390,3030,0.66%,10222,20825668,34861,24639,80.31%,-1.64%,0.59%,2.23%
2017/2/16,190,190.5,188,189,28371,38086,34353,1.45,0.85,0.6,9525,-150,237,347,40,0.15%,5091,5,43,48,0,0.08%,248454,-1899,2055,3954,410,1.45%,22,388,1.37%,7319萬,7328萬,5382,20485043,20717,15335,79.00%,-141,176232,7,148,0.68%,-952,170727,632,1584,0.66%,4289,20832002,21356,17067,80.34%,-0.41%,1.00%,1.41%
2017/2/17,190,190.5,189,189.5,20408,32316,33355,1.62,1,0.62,9357,-168,118,281,5,0.14%,5124,33,21,58,4,0.08%,263209,14755,15820,1065,226,1.11%,26,200,0.98%,3793萬,3792萬,5447,20489499,16332,10885,79.01%,-1046,175186,13,1059,0.68%,-91,170636,355,446,0.66%,4310,20835321,16700,12390,80.34%,-0.99%,0.69%,1.68%
2017/2/18,190,190.5,189.5,189.5,3517,27788,30736,1.75,1.15,0.6,9268,-89,69,156,2,0.14%,5099,-25,33,8,0,0.08%,263651,442,500,58,29,0.82%,22,7,0.20%,133萬,133萬,1995,20491494,2000,5,79.02%,-160,175026,32,192,0.67%,-90,170546,128,218,0.66%,1745,20837066,2160,415,80.35%,-1.78%,2.92%,4.70%
2017/2/20,190,190.5,189.5,190,13280,21101,29666,1.85,1.29,0.56,9044,-224,94,318,0,0.14%,5196,97,20,117,0,0.08%,264427,776,2456,1680,139,1.05%,5,134,1.01%,2546萬,2546萬,4866,20494870,11331,6465,79.03%,-276,174750,11,287,0.67%,-177,170369,241,418,0.66%,4413,20839989,11583,7170,80.36%,-2.44%,0.87%,3.31%
2017/2/21,190,190,188.5,190,31988,19513,28304,1.88,1.41,0.47,9127,83,226,142,1,0.14%,5189,-7,48,42,1,0.08%,265125,698,698,0,332,1.04%,7,325,1.02%,6149萬,6172萬,15741,20510611,28238,12497,79.09%,-129,174621,69,198,0.67%,225,170594,787,562,0.66%,15837,20855826,29094,13257,80.42%,0.28%,0.87%,0.58%
2017/2/22,190.5,191,188.5,188.5,26145,19068,28577,1.84,1.5,0.34,9275,148,207,59,0,0.14%,5089,-100,116,16,0,0.08%,264438,-687,1736,2423,253,0.97%,9,244,0.93%,4622萬,4617萬,6731,20517224,20323,13592,79.12%,-262,174359,36,298,0.67%,365,170959,968,603,0.66%,6834,20862542,21327,14493,80.45%,0.96%,1.25%,0.29%
2017/2/23,188,189.5,187,188.5,36096,22205,27261,1.73,1.54,0.19,9333,58,131,72,1,0.14%,4716,-373,58,9,324,0.07%,278419,13981,14031,50,216,0.60%,5,211,0.58%,3983萬,3984萬,14614,20531837,30978,16365,79.18%,-99,174260,62,161,0.67%,610,171569,819,209,0.66%,15125,20877666,31859,16735,80.51%,0.30%,0.53%,0.23%
2017/2/24,187.5,190.5,187.5,189,26177,26737,27263,1.67,1.57,0.1,9170,-163,132,293,2,0.14%,4702,-14,31,17,0,0.07%,291939,13520,13734,214,670,2.56%,22,648,2.47%,1.22億,1.23億,4411,20536249,24079,19667,79.19%,-80,174180,7,87,0.67%,-378,171191,387,765,0.66%,3953,20881620,24473,20519,80.52%,-0.58%,0.64%,1.22%
2017/3/1,188.5,188.5,186,186,48263,33734,27417,1.42,1.54,-0.12,9568,398,535,134,3,0.15%,4473,-229,236,7,0,0.07%,296740,4801,5161,360,231,0.48%,5,226,0.47%,4223萬,4223萬,-3382,20534390,39382,42764,79.19%,-58,174122,4,62,0.67%,774,171965,1175,401,0.66%,-2666,20880477,40561,43227,80.52%,1.31%,1.61%,0.29%
2017/3/2,188,188.5,185,186,40880,35512,27513,1.18,1.47,-0.28,9786,218,519,299,0,0.15%,4364,-109,119,10,0,0.07%,306279,9539,9539,0,1058,2.59%,39,1019,2.50%,1.90億,1.90億,8553,20542943,29799,21247,79.22%,9,174131,19,10,0.67%,290,172255,926,636,0.66%,8852,20889329,30744,21893,80.56%,0.83%,1.60%,0.78%
2017/3/3,184.5,185,184,184,28214,35926,27497,0.82,1.34,-0.52,10416,630,674,41,3,0.16%,4161,-203,212,12,3,0.06%,302454,-3825,0,3825,217,0.77%,22,195,0.69%,3594萬,3591萬,-7987,20534956,14459,22446,79.19%,-468,173663,12,480,0.67%,716,172971,733,17,0.67%,-7739,20881590,15204,22943,80.53%,2.98%,3.16%,0.19%
2017/3/6,184,184.5,183.5,183.5,12633,31233,26719,0.48,1.17,-0.69,10616,200,305,104,1,0.16%,4099,-62,76,15,1,0.06%,302427,-27,2526,2553,94,0.74%,3,91,0.72%,1674萬,1674萬,-3886,20531041,5656,9543,79.17%,-375,173288,31,406,0.67%,591,173562,613,22,0.67%,-3670,20877891,6300,9971,80.51%,2.09%,3.04%,0.95%
2017/3/7,184,185.5,184,185.5,22816,30561,28649,0.32,1,-0.68,10557,-59,119,177,1,0.16%,4074,-25,39,14,0,0.06%,303622,1195,1195,0,175,0.77%,3,172,0.75%,3174萬,3186萬,-3567,20527473,15861,19428,79.16%,1274,174562,1525,251,0.67%,-21,173541,175,196,0.67%,-2314,20875576,17561,19875,80.50%,-0.15%,0.70%,0.84%
2017/3/8,186,188,185.5,187,38657,28640,31187,0.33,0.86,-0.53,10058,-499,106,604,1,0.16%,4109,35,49,85,1,0.06%,301806,-1816,0,1816,1755,4.54%,5,1750,4.53%,3.27億,3.27億,5560,20533033,33770,28211,79.18%,-506,174056,122,628,0.67%,-1202,172339,169,1371,0.66%,3852,20879428,34061,30210,80.52%,-1.45%,0.42%,1.87%
2017/3/9,185.5,186,184,184.5,31119,26688,31100,0.17,0.72,-0.56,10547,489,559,63,7,0.16%,3943,-166,179,13,0,0.06%,299971,-1835,0,1835,216,0.69%,8,208,0.67%,3851萬,3847萬,-6363,20526682,20155,26518,79.16%,-320,173736,0,320,0.67%,785,173123,882,98,0.67%,-5898,20873541,21037,26936,80.50%,2.14%,2.39%,0.25%
2017/3/10,184,184.5,183,183.5,24886,26022,30974,-0.05,0.57,-0.62,11044,497,545,47,1,0.17%,3850,-93,110,17,0,0.06%,306298,6327,6327,0,91,0.37%,11,80,0.32%,1471萬,1469萬,-8332,20518350,14609,22941,79.12%,-72,173664,22,94,0.67%,559,173682,708,149,0.67%,-7845,20865696,15339,23184,80.46%,2.38%,2.64%,0.26%
2017/3/13,185,186.5,185,186.5,11025,25701,28467,-0.03,0.45,-0.48,10732,-312,115,423,4,0.17%,3840,-10,65,55,0,0.06%,308206,1908,1908,0,276,2.50%,12,264,2.39%,4897萬,4897萬,4355,20522705,9186,4831,79.14%,-136,173528,12,148,0.67%,-528,173154,410,938,0.67%,3691,20869387,9608,5917,80.48%,-2.77%,1.67%,4.45%
2017/3/14,188,188,186,186,24373,26012,28287,0.02,0.36,-0.34,10369,-363,137,498,2,0.16%,3855,15,26,41,0,0.06%,306418,-1788,140,1928,274,1.12%,72,202,0.83%,3774萬,3785萬,6534,20529239,21981,15446,79.17%,-342,173186,0,342,0.67%,-895,172259,329,1224,0.66%,5297,20874684,22310,17012,80.50%,-1.56%,0.68%,2.24%
2017/3/15,185.5,187,185.5,186.5,14147,21110,24875,0.05,0.3,-0.25,10344,-25,60,75,10,0.16%,3839,-16,21,5,0,0.06%,303450,-2968,619,3587,179,1.27%,8,171,1.21%,3178萬,3185萬,1644,20530883,11799,10155,79.17%,-19,173167,342,361,0.67%,-278,171981,180,458,0.66%,1347,20876031,12321,10974,80.50%,0.01%,0.58%,0.57%
2017/3/16,188,190,188,190,32453,21377,24032,0.33,0.31,0.02,9557,-787,339,1125,1,0.15%,4111,272,35,307,0,0.06%,302368,-1082,386,1468,525,1.62%,18,507,1.56%,9579萬,9604萬,19050,20549945,27550,8501,79.25%,205,173372,233,28,0.67%,-410,171571,465,875,0.66%,18845,20894888,28248,9404,80.58%,-3.31%,1.17%,4.49%
2017/3/17,189.5,191.5,189,191.5,38698,24139,25081,0.65,0.37,0.27,9488,-69,356,403,22,0.15%,4248,137,29,166,0,0.07%,312045,9677,10577,900,386,1.00%,15,371,0.96%,7071萬,7091萬,14561,20564553,36748,22187,79.30%,12,173385,78,66,0.67%,-263,171308,390,653,0.66%,14310,20909246,37216,22906,80.63%,-0.48%,1.00%,1.49%
2017/3/20,191.5,191.5,189.5,191.5,16532,25241,25471,0.9,0.48,0.42,9348,-140,142,282,0,0.14%,4177,-71,89,24,6,0.06%,311103,-942,302,1244,327,1.98%,50,277,1.67%,5268萬,5292萬,4571,20569336,14654,10083,79.32%,-131,173254,19,150,0.67%,-298,171010,168,466,0.66%,4142,20913600,14841,10699,80.65%,-0.46%,1.43%,1.89%
2017/3/21,192,195,191.5,195,33662,27098,26555,1.34,0.65,0.68,8892,-456,226,682,0,0.14%,4331,154,147,301,0,0.07%,308159,-2944,704,3648,1091,3.24%,60,1031,3.07%,1.99億,2.00億,18516,20587702,29215,10699,79.39%,321,173575,455,134,0.67%,-1852,169158,553,2405,0.65%,16985,20930435,30223,13238,80.71%,-1.87%,1.15%,3.02%
2017/3/22,192.5,193.5,191.5,193.5,27767,29822,25466,1.57,0.84,0.74,8994,102,333,228,3,0.14%,3985,-346,363,17,0,0.06%,308331,172,1202,1030,493,1.78%,37,456,1.64%,8767萬,8807萬,1080,20588802,21291,20211,79.40%,-149,173426,126,275,0.67%,871,170029,1268,397,0.66%,1802,20932257,22685,20883,80.72%,1.65%,2.55%,0.90%
2017/3/23,192,193.5,192,193.5,18831,27098,24237,1.75,1.02,0.73,9250,256,447,189,2,0.14%,3696,-289,289,12,12,0.06%,308337,6,1973,1967,550,2.92%,27,523,2.78%,1.01億,1.01億,545,20589347,13964,13419,79.40%,-38,173388,90,128,0.67%,1255,171284,1353,98,0.66%,1762,20934019,15407,13645,80.73%,2.93%,4.03%,1.10%
