時間,開盤價,最高價,最低價,收盤價,成交量,MA5,MA10,DIF12-26,MACD9,OSC,融資(張),差額(張),買進(張),賣出(張),現償(張),使用率,融券(張),差額(張),買進(張),賣出(張),券償(張),使用率,借券餘額(張),差額(張),借券(張),還券(張),當沖張數,當沖率,資券互抵(張),現股當沖(張),當沖比率,買進,賣出,買賣超(張),外資持股(張),買進(張),賣出(張),外資持股比例,買賣超,投信持股,買進,賣出,投信持股比例,買賣超(張),自營商持股(張),買進(張),賣出(張),自營商持股比例,買賣超(張),法人持股(張),買進(張),賣出(張),法人持股比例,買賣差值,買進,賣出
2000/4/12,202,204,200,200,22682,23193,25331,2.14,2.21,-0.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3495608,0,0,45.57%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3552624,0,0,46.31%,N/A,N/A,N/A
2000/4/13,190,194,190,192,43879,28077,25731,1.08,1.98,-0.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3473769,0,0,45.29%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3530785,0,0,46.03%,N/A,N/A,N/A
2000/4/14,185,190,185,186,42136,33019,27721,-0.18,1.55,-1.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3465778,0,0,45.18%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3522794,0,0,45.92%,N/A,N/A,N/A
2000/4/15,173,180,173,176,60350,37961,31980,-2.01,0.84,-2.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3439599,0,0,44.84%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3496615,0,0,45.58%,N/A,N/A,N/A
2000/4/17,176,180,175,179,36638,41137,32445,-3.26,0.02,-3.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1702,4.65%,1702,0,0.00%,0,0,0,3429121,0,0,44.70%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3486137,0,0,45.44%,N/A,N/A,N/A
2000/4/18,189,189,185,189,38334,44267,33730,-3.42,-0.67,-2.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1151,3.00%,1151,0,0.00%,0,0,0,3423435,0,0,44.63%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3480451,0,0,45.37%,N/A,N/A,N/A
2000/4/19,194,194,182,183,25673,40626,34351,-3.71,-1.27,-2.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,357,1.39%,357,0,0.00%,0,0,0,3426661,0,0,44.67%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3483677,0,0,45.41%,N/A,N/A,N/A
2000/4/20,183,186,180,186,16799,35559,34289,-3.97,-1.81,-2.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,967,5.76%,967,0,0.00%,0,0,0,3426547,0,0,44.67%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3483563,0,0,45.41%,N/A,N/A,N/A
2000/4/21,187,189,185,186,12463,25981,31971,-3.97,-2.25,-1.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,571,4.58%,571,0,0.00%,0,0,0,3430713,0,0,44.72%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3487729,0,0,45.46%,N/A,N/A,N/A
2000/4/24,186,187,180,180,14244,21503,31320,-4.31,-2.66,-1.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57,0.40%,57,0,0.00%,0,0,0,3431365,0,0,44.73%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3488381,0,0,45.47%,N/A,N/A,N/A
2000/4/25,180,188,180,187,22906,18417,31342,-4.22,-2.97,-1.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2003,8.74%,2003,0,0.00%,0,0,0,3436740,0,0,44.80%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3493756,0,0,45.54%,N/A,N/A,N/A
2000/4/26,191,192,183,185,39361,21155,30890,-4.04,-3.18,-0.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3268,8.30%,3268,0,0.00%,0,0,0,3445542,0,0,44.92%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3502558,0,0,45.66%,N/A,N/A,N/A
2000/4/27,189,190,185,188,18692,21533,28546,-3.74,-3.3,-0.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1063,5.69%,1063,0,0.00%,0,0,0,3448681,0,0,44.96%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3505697,0,0,45.70%,N/A,N/A,N/A
2000/4/28,191,199,189,197,41903,27421,26701,-2.84,-3.21,0.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3149,7.51%,3149,0,0.00%,0,0,0,3454227,0,0,45.03%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3511243,0,0,45.77%,N/A,N/A,N/A
2000/4/29,197,200,194,195,19773,28527,25015,-2.07,-2.98,0.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,597,3.02%,597,0,0.00%,0,0,0,3454776,0,0,45.04%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3518283,0,0,45.87%,N/A,N/A,N/A
2000/5/2,196,196,192,193,14964,26939,22678,-1.63,-2.71,1.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,190,1.27%,190,0,0.00%,0,0,0,3458590,0,0,45.09%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3522097,0,0,45.92%,N/A,N/A,N/A
2000/5/3,191,193,188,188,13337,21734,21444,-1.62,-2.49,0.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3460550,0,0,45.11%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3524057,0,0,45.94%,N/A,N/A,N/A
2000/5/4,188,192,185,187,19705,21936,21735,-1.7,-2.33,0.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,827,4.20%,827,0,0.00%,0,0,0,3460466,0,0,45.11%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3523973,0,0,45.94%,N/A,N/A,N/A
2000/5/5,185,194,184,192,19526,17461,22441,-1.53,-2.17,0.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1860,9.53%,1860,0,0.00%,0,0,0,3465539,0,0,45.18%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3529046,0,0,46.01%,N/A,N/A,N/A
2000/5/6,192,193,190,190,11051,15717,22122,-1.36,-2.01,0.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,132,1.19%,132,0,0.00%,0,0,0,3465972,0,0,45.18%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3529479,0,0,46.01%,N/A,N/A,N/A
2000/5/8,190,194,190,193,14605,15645,21292,-1.07,-1.82,0.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3469385,0,0,45.23%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3532892,0,0,46.06%,N/A,N/A,N/A
2000/5/9,193,194,190,193,13524,15682,18708,-0.83,-1.63,0.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3471396,0,0,45.25%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3534903,0,0,46.08%,N/A,N/A,N/A
2000/5/10,194,194,188,188,16877,15117,18527,-0.88,-1.48,0.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3475344,0,0,45.31%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3538851,0,0,46.14%,N/A,N/A,N/A
2000/5/11,182,184,177,179,29310,17073,17267,-1.68,-1.52,-0.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3471080,0,0,45.25%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3534587,0,0,46.08%,N/A,N/A,N/A
2000/5/12,182,185,179,185,38309,22525,19121,-1.99,-1.61,-0.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3472274,0,0,45.27%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3535781,0,0,46.10%,N/A,N/A,N/A
2000/5/15,147,147,140.5,141,38971,27398,21522,-5.49,-2.39,-3.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4361,11.19%,4361,0,0.00%,0,0,0,3471063,0,0,34.74%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3534570,0,0,35.38%,N/A,N/A,N/A
2000/5/16,144.5,150,142,149.5,30786,30851,23266,-7.74,-3.46,-4.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2679,8.70%,2679,0,0.00%,0,0,0,3473126,0,0,34.76%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3536633,0,0,35.40%,N/A,N/A,N/A
2000/5/17,156,159,155,159,47775,37030,26073,-8.6,-4.48,-4.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2447,5.12%,2447,0,0.00%,0,0,0,3480215,0,0,34.83%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3543722,0,0,35.47%,N/A,N/A,N/A
2000/5/18,158,163,156,163,36662,38501,27787,-8.91,-5.37,-3.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2410,6.57%,2410,0,0.00%,0,0,0,3477271,0,0,34.80%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3540778,0,0,35.44%,N/A,N/A,N/A
2000/5/19,160,162,159,162,24316,35702,29114,-9.06,-6.11,-2.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3477455,0,0,34.81%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3540962,0,0,35.45%,N/A,N/A,N/A
2000/5/20,162,162,155,160,27041,33316,30357,-9.23,-6.73,-2.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110,0.41%,110,0,0.00%,0,0,0,3475998,0,0,34.79%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3539505,0,0,35.43%,N/A,N/A,N/A
2000/5/22,160,161,158,158,30913,33341,32096,-9.3,-7.24,-2.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,988,3.20%,988,0,0.00%,0,0,0,3475510,0,0,34.79%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3539017,0,0,35.43%,N/A,N/A,N/A
2000/5/23,158,158,152,153,22640,28314,32672,-9.62,-7.72,-1.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,0.04%,8,0,0.00%,0,0,0,3470343,0,0,34.74%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3533850,0,0,35.38%,N/A,N/A,N/A
2000/5/24,147,150,147,148.5,24774,25937,32219,-10.21,-8.22,-1.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3469103,0,0,34.72%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3532610,0,0,35.36%,N/A,N/A,N/A
2000/5/25,149,150,144,145.5,27906,26655,31178,-10.73,-8.72,-2.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,242,0.87%,242,0,0.00%,0,0,0,3457146,0,0,34.60%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3520653,0,0,35.24%,N/A,N/A,N/A
2000/5/26,144,146,143,145.5,20146,25276,29296,-11.11,-9.2,-1.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,499,2.48%,499,0,0.00%,0,0,0,3455157,0,0,34.58%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3518664,0,0,35.22%,N/A,N/A,N/A
2000/5/29,145.5,148,145,145.5,15021,22097,27719,-11.21,-9.6,-1.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,651,4.33%,651,0,0.00%,0,0,0,3453230,0,0,34.56%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3516737,0,0,35.20%,N/A,N/A,N/A
2000/5/30,147,152,146.5,151,23836,22337,25326,-10.83,-9.85,-0.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2471,10.37%,2471,0,0.00%,0,0,0,3455131,0,0,34.58%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3518638,0,0,35.22%,N/A,N/A,N/A
2000/5/31,157,158,154,157,45867,26555,26246,-9.9,-9.86,-0.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5060,11.03%,5060,0,0.00%,0,0,0,3465993,0,0,34.69%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3552706,0,0,35.56%,N/A,N/A,N/A
2000/6/1,156,156,152,153,15917,24157,25406,-9.29,-9.74,0.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3464380,0,0,34.68%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3551093,0,0,35.55%,N/A,N/A,N/A
2000/6/2,157,159,155,155,29135,25955,25616,-8.52,-9.5,0.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1250,4.29%,1250,0,0.00%,0,0,0,3479682,0,0,34.83%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3566395,0,0,35.70%,N/A,N/A,N/A
2000/6/3,159,160,157,157,17809,26513,24305,-7.67,-9.13,1.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,784,4.40%,784,0,0.00%,0,0,0,3480672,0,0,34.84%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3567385,0,0,35.71%,N/A,N/A,N/A
2000/6/5,157,159,155,158,17308,25207,23772,-6.94,-8.69,1.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,318,1.84%,318,0,0.00%,0,0,0,3484555,0,0,34.88%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3571268,0,0,35.75%,N/A,N/A,N/A
2000/6/7,156,161,155,161,23755,20785,23670,-6.13,-8.18,2.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,828,3.49%,828,0,0.00%,0,0,0,3489414,0,0,34.93%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3576127,0,0,35.80%,N/A,N/A,N/A
2000/6/8,161,162,157,157,20402,21682,22920,-5.52,-7.65,2.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110,0.54%,110,0,0.00%,0,0,0,3489718,0,0,34.93%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3576431,0,0,35.80%,N/A,N/A,N/A
2000/6/9,158,159,156,158,13284,18512,22233,-5.03,-7.12,2.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,245,1.84%,245,0,0.00%,0,0,0,3491476,0,0,34.95%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3578189,0,0,35.82%,N/A,N/A,N/A
2000/6/12,160,160,157,157,19453,18840,22677,-4.58,-6.62,2.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,297,1.53%,297,0,0.00%,0,0,0,3497876,0,0,35.01%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3584589,0,0,35.88%,N/A,N/A,N/A
2000/6/13,156,156,155,155,13999,18179,21693,-4.38,-6.17,1.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3498540,0,0,35.02%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3585253,0,0,35.89%,N/A,N/A,N/A
2000/6/14,158,158,154,154,18839,17195,18990,-4.19,-5.77,1.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,726,3.85%,726,0,0.00%,0,0,0,3500616,0,0,35.04%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3587329,0,0,35.91%,N/A,N/A,N/A
2000/6/15,154,154,150,150,20195,17154,19418,-4.31,-5.48,1.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,0.09%,19,0,0.00%,0,0,0,3497688,0,0,35.01%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3584401,0,0,35.88%,N/A,N/A,N/A
2000/6/16,150,151,149,150,21827,18863,18687,-4.44,-5.27,0.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,395,1.81%,395,0,0.00%,0,0,0,3499212,0,0,35.02%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3585925,0,0,35.89%,N/A,N/A,N/A
2000/6/17,150,151,149,149.5,11621,17296,18068,-4.51,-5.12,0.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88,0.76%,88,0,0.00%,0,0,0,3497587,0,0,35.01%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3584300,0,0,35.88%,N/A,N/A,N/A
2000/6/19,149.5,150,146.5,148,16644,17825,18002,-4.64,-5.02,0.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0.02%,3,0,0.00%,0,0,0,3495867,0,0,34.99%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3582580,0,0,35.86%,N/A,N/A,N/A
2000/6/20,151,151,148,148.5,13224,16702,16949,-4.62,-4.94,0.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,315,2.38%,315,0,0.00%,0,0,0,3497702,0,0,35.01%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3584415,0,0,35.88%,N/A,N/A,N/A
2000/6/21,148.5,149,147,147,10906,14844,15999,-4.67,-4.89,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47,0.43%,47,0,0.00%,0,0,0,3500012,0,0,35.03%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3586725,0,0,35.90%,N/A,N/A,N/A
2000/6/22,146,149.5,146,149,18617,14202,16533,-4.59,-4.83,0.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,706,3.79%,706,0,0.00%,0,0,0,3503544,0,0,35.07%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3590257,0,0,35.94%,N/A,N/A,N/A
2000/6/23,148,148.5,146,146,14558,14790,16043,-4.61,-4.79,0.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3500195,0,0,35.03%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3586908,0,0,35.90%,N/A,N/A,N/A
2000/6/26,144.5,145,140.5,141.5,27432,16947,17386,-4.94,-4.82,-0.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3494209,0,0,34.97%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3580922,0,0,35.84%,N/A,N/A,N/A
2000/6/27,142,143,141.5,141.5,15823,17467,17085,-5.16,-4.88,-0.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,429,2.71%,429,0,0.00%,0,0,0,3498360,0,0,35.02%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3585073,0,0,35.89%,N/A,N/A,N/A
2000/6/28,142.5,144.5,142,144,18816,19049,16947,-5.13,-4.93,-0.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,917,4.87%,917,0,0.00%,0,0,0,3504853,0,0,35.08%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3591566,0,0,35.95%,N/A,N/A,N/A
2000/6/29,146,146,142,142.5,22487,19823,17013,-5.08,-4.96,-0.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,654,2.91%,654,0,0.00%,0,0,0,3510170,0,0,35.13%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3596883,0,0,36.00%,N/A,N/A,N/A
2000/6/30,143,146,141.5,146,22513,21414,18102,-4.85,-4.94,0.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1034,4.59%,1034,0,0.00%,0,0,0,3514807,0,0,35.18%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3575801,0,0,35.79%,N/A,N/A,N/A
2000/7/3,143,146,140.5,143.5,30096,21947,19447,-4.74,-4.9,0.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,544,1.81%,544,0,0.00%,0,0,0,3512084,0,0,30.34%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3573078,0,0,30.87%,N/A,N/A,N/A
2000/7/4,143.5,144,140,141,21260,23034,20251,-4.74,-4.87,0.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74,0.35%,74,0,0.00%,0,0,0,3512298,0,0,30.35%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3573292,0,0,30.88%,N/A,N/A,N/A
2000/7/5,142.5,150,140,149,34591,26189,22619,-4.26,-4.75,0.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2611,7.55%,2611,0,0.00%,0,0,0,3510189,0,0,30.33%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3571183,0,0,30.86%,N/A,N/A,N/A
2000/7/6,145,147.5,143.5,145,29219,27536,23680,-3.97,-4.59,0.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3505481,0,0,30.29%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3566475,0,0,30.82%,N/A,N/A,N/A
2000/7/7,145,146,142,142,16694,26372,23893,-3.87,-4.45,0.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,375,2.25%,375,0,0.00%,0,0,0,3507879,0,0,30.31%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3568873,0,0,30.84%,N/A,N/A,N/A
2000/7/10,142.5,144.5,140,143.5,18866,24126,23037,-3.76,-4.31,0.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1213,6.43%,1213,0,0.00%,0,0,0,3511035,0,0,30.33%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3572029,0,0,30.86%,N/A,N/A,N/A
